"product_id","product_name","price","product_quantity","stock_id","capacity","filled_part","stock_description","order_id","order_date","order_status"
"277","Product 277","318,0100","210","277","137949","14730","Stock zone 277","14611","30.03.2026 6:19:44","Created"
"285","Product 285","327,0500","96","285","139045","19318","Stock zone 285","9755","26.03.2026 6:19:44","Created"
"286","Product 286","328,1800","113","286","139182","15079","Stock zone 286","8898","11.02.2026 6:19:44","Shipped"
"291","Product 291","333,8300","198","291","139867","19634","Stock zone 291","14613","28.03.2026 6:19:44","Shipped"
"298","Product 298","341,7400","67","298","140826","15461","Stock zone 298","14614","27.03.2026 6:19:44","In work"
"301","Product 301","345,1300","118","1","100137","15762","Stock zone 1","43","18.03.2026 6:19:44","Created"
"350","Product 350","400,5000","201","50","106850","13634","Stock zone 50","50","11.03.2026 6:19:44","Canceled"
"354","Product 354","405,0200","19","54","107398","15996","Stock zone 54","14622","19.03.2026 6:19:44","Shipped"
"356","Product 356","407,2800","53","56","107672","13802","Stock zone 56","4908","13.03.2026 6:19:44","Shipped"
"357","Product 357","408,4100","70","57","107809","16080","Stock zone 57","51","10.03.2026 6:19:44","Shipped"
"362","Product 362","414,0600","155","62","108494","13970","Stock zone 62","13766","03.02.2026 6:19:44","In work"
"369","Product 369","421,9700","24","69","109453","16666","Stock zone 69","13767","02.02.2026 6:19:44","Shipped"
"378","Product 378","432,1400","177","78","110686","16918","Stock zone 78","54","07.03.2026 6:19:44","Shipped"
"379","Product 379","433,2700","194","79","110823","19196","Stock zone 79","17197","23.01.2026 6:19:44","Created"
"388","Product 388","443,4400","97","88","112056","19698","Stock zone 88","15484","26.04.2026 6:19:44","In work"
"389","Product 389","444,5700","114","89","112193","15226","Stock zone 89","10627","23.04.2026 6:19:44","Created"
"396","Product 396","452,4800","233","96","113152","17922","Stock zone 96","14628","13.03.2026 6:19:44","Shipped"
"397","Product 397","453,6100","250","97","113289","20200","Stock zone 97","5771","19.04.2026 6:19:44","Created"
"408","Product 408","466,0400","187","108","114796","18121","Stock zone 108","2344","26.04.2026 6:19:44","In work"
"421","Product 421","480,7300","158","121","116577","14264","Stock zone 121","17203","17.01.2026 6:19:44","Created"
"427","Product 427","487,5100","10","127","117399","14580","Stock zone 127","61","28.02.2026 6:19:44","Created"
"465","Product 465","530,4500","156","165","122605","13998","Stock zone 165","15495","15.04.2026 6:19:44","Shipped"
"480","Product 480","547,4000","161","180","124660","14663","Stock zone 180","10640","10.04.2026 6:19:44","Canceled"
"487","Product 487","555,3100","30","187","125619","17240","Stock zone 187","14641","28.02.2026 6:19:44","Created"
"500","Product 500","570,0000","1","200","127400","13383","Stock zone 200","15500","10.04.2026 6:19:44","Canceled"
"502","Product 502","572,2600","35","202","127674","17905","Stock zone 202","9786","23.02.2026 6:19:44","Shipped"
"509","Product 509","580,1700","154","209","128633","13732","Stock zone 209","9787","22.02.2026 6:19:44","Created"
"523","Product 523","595,9900","142","223","130551","18886","Stock zone 223","5789","01.04.2026 6:19:44","Created"
"525","Product 525","598,2500","176","225","130825","16658","Stock zone 225","75","14.02.2026 6:19:44","Shipped"
"526","Product 526","599,3800","193","226","130962","18919","Stock zone 226","17218","02.01.2026 6:19:44","In work"
"534","Product 534","608,4200","79","234","132058","17257","Stock zone 234","2362","08.04.2026 6:19:44","In work"
"538","Product 538","612,9400","147","238","132606","19551","Stock zone 238","8934","06.01.2026 6:19:44","Shipped"
"557","Product 557","634,4100","220","257","135209","16010","Stock zone 257","14651","18.02.2026 6:19:44","Created"
"572","Product 572","651,3600","225","272","137264","16675","Stock zone 272","5796","25.03.2026 6:19:44","Shipped"
"572","Product 572","651,3600","225","272","137264","16675","Stock zone 272","9796","13.02.2026 6:19:44","In work"
"573","Product 573","652,4900","242","273","137401","18936","Stock zone 273","4939","10.02.2026 6:19:44","Created"
"593","Product 593","675,0900","82","293","140141","17656","Stock zone 293","5799","22.03.2026 6:19:44","Shipped"
"594","Product 594","676,2200","99","294","140278","19917","Stock zone 294","4942","07.02.2026 6:19:44","In work"
"600","Product 600","683,0000","201","300","141100","13483","Stock zone 300","9800","09.02.2026 6:19:44","Canceled"
"608","Product 608","692,0400","87","8","101096","18458","Stock zone 8","4944","05.02.2026 6:19:44","Shipped"
"664","Product 664","755,3200","39","64","108768","18526","Stock zone 64","4952","28.01.2026 6:19:44","In work"
"676","Product 676","768,8800","243","76","110412","19112","Stock zone 76","14668","01.02.2026 6:19:44","In work"
"690","Product 690","784,7000","231","90","112330","17504","Stock zone 90","14670","30.01.2026 6:19:44","Canceled"
"695","Product 695","790,3500","66","95","113015","15644","Stock zone 95","16385","25.04.2026 6:19:44","Created"
"700","Product 700","796,0000","151","100","113700","13534","Stock zone 100","100","20.01.2026 6:19:44","Canceled"
"721","Product 721","819,7300","8","121","116577","14264","Stock zone 121","103","17.01.2026 6:19:44","Created"
"723","Product 723","821,9900","42","123","116851","18786","Stock zone 123","2389","12.03.2026 6:19:44","Created"
"733","Product 733","833,2900","212","133","118221","14896","Stock zone 133","5819","02.03.2026 6:19:44","Created"
"751","Product 751","853,6300","18","151","120687","15594","Stock zone 151","16393","17.04.2026 6:19:44","Created"
"752","Product 752","854,7600","35","152","120824","17855","Stock zone 152","15536","05.03.2026 6:19:44","In work"
"754","Product 754","857,0200","69","154","121098","15877","Stock zone 154","5822","27.02.2026 6:19:44","In work"
"755","Product 755","858,1500","86","155","121235","18138","Stock zone 155","4965","15.01.2026 6:19:44","Shipped"
"762","Product 762","866,0600","205","162","122194","13965","Stock zone 162","4966","14.01.2026 6:19:44","In work"
"781","Product 781","887,5300","28","181","124797","16924","Stock zone 181","14683","17.01.2026 6:19:44","Created"
"785","Product 785","892,0500","96","185","125345","19468","Stock zone 185","3255","15.04.2026 6:19:44","Shipped"
"790","Product 790","897,7000","181","190","126030","17523","Stock zone 190","4970","10.01.2026 6:19:44","Canceled"
"799","Product 799","907,8700","84","199","127263","17872","Stock zone 199","3257","13.04.2026 6:19:44","Created"
"807","Product 807","916,9100","220","207","128359","15960","Stock zone 207","16401","09.04.2026 6:19:44","Shipped"
"814","Product 814","924,8200","89","214","129318","18537","Stock zone 214","2402","27.02.2026 6:19:44","In work"
"829","Product 829","941,7700","94","229","131373","19202","Stock zone 229","11547","03.04.2026 6:19:44","Shipped"
"842","Product 842","956,4600","65","242","133154","15345","Stock zone 242","2406","23.02.2026 6:19:44","Shipped"
"852","Product 852","967,7600","235","252","134524","17955","Stock zone 252","9836","04.01.2026 6:19:44","In work"
"855","Product 855","971,1500","36","255","134935","17988","Stock zone 255","3265","05.04.2026 6:19:44","Created"
"26","Product 26","34,3800","193","26","103562","19212","Stock zone 26","13718","23.03.2026 6:19:44","In work"
"36","Product 36","45,6800","113","36","104932","15242","Stock zone 36","3148","01.02.2026 6:19:44","In work"
"42","Product 42","52,4600","215","42","105754","15410","Stock zone 42","6","24.04.2026 6:19:44","Shipped"
"48","Product 48","59,2400","67","48","106576","15578","Stock zone 48","8864","17.03.2026 6:19:44","In work"
"57","Product 57","69,4100","220","57","107809","16080","Stock zone 57","3151","29.01.2026 6:19:44","Created"
"78","Product 78","93,1400","77","78","110686","16918","Stock zone 78","3154","26.01.2026 6:19:44","In work"
"96","Product 96","113,4800","133","96","113152","17922","Stock zone 96","13728","13.03.2026 6:19:44","Shipped"
"110","Product 110","129,3000","121","110","115070","16143","Stock zone 110","9730","20.04.2026 6:19:44","Canceled"
"123","Product 123","143,9900","92","123","116851","18786","Stock zone 123","14589","21.04.2026 6:19:44","Shipped"
"125","Product 125","146,2500","126","125","117125","16808","Stock zone 125","4875","15.04.2026 6:19:44","Shipped"
"127","Product 127","148,5100","160","127","117399","14580","Stock zone 127","3161","19.01.2026 6:19:44","Created"
"142","Product 142","165,4600","165","142","119454","15245","Stock zone 142","16306","14.01.2026 6:19:44","In work"
"147","Product 147","171,1100","250","147","120139","20050","Stock zone 147","4021","28.02.2026 6:19:44","Created"
"149","Product 149","173,3700","34","149","120413","17822","Stock zone 149","16307","13.01.2026 6:19:44","Created"
"153","Product 153","177,8900","102","153","120961","13616","Stock zone 153","8879","02.03.2026 6:19:44","Created"
"157","Product 157","182,4100","170","157","121509","15910","Stock zone 157","11451","09.01.2026 6:19:44","Shipped"
"172","Product 172","199,3600","175","172","123564","16575","Stock zone 172","14596","14.04.2026 6:19:44","In work"
"179","Product 179","207,2700","44","179","124523","19152","Stock zone 179","14597","13.04.2026 6:19:44","Created"
"183","Product 183","211,7900","112","183","125071","14946","Stock zone 183","3169","11.01.2026 6:19:44","Created"
"195","Product 195","225,3500","66","195","126715","15328","Stock zone 195","8885","24.02.2026 6:19:44","Created"
"209","Product 209","241,1700","54","209","128633","13732","Stock zone 209","4887","03.04.2026 6:19:44","Shipped"
"209","Product 209","241,1700","54","209","128633","13732","Stock zone 209","8887","22.02.2026 6:19:44","Created"
"215","Product 215","247,9500","156","215","129455","14048","Stock zone 215","9745","05.04.2026 6:19:44","Created"
"230","Product 230","264,9000","161","230","131510","14713","Stock zone 230","8890","19.02.2026 6:19:44","Canceled"
"231","Product 231","266,0300","178","231","131647","16974","Stock zone 231","8033","07.01.2026 6:19:44","Created"
"243","Product 243","279,5900","132","243","133291","17606","Stock zone 243","13749","20.02.2026 6:19:44","Shipped"
"251","Product 251","288,6300","18","251","134387","15694","Stock zone 251","4893","28.03.2026 6:19:44","Shipped"
"264","Product 264","303,3200","239","264","136168","18587","Stock zone 264","13752","17.02.2026 6:19:44","Shipped"
"326","Product 326","373,3800","43","26","103562","19212","Stock zone 26","14618","23.03.2026 6:19:44","In work"
"336","Product 336","384,6800","213","36","104932","15242","Stock zone 36","4048","01.02.2026 6:19:44","In work"
"348","Product 348","398,2400","167","48","106576","15578","Stock zone 48","9764","17.03.2026 6:19:44","In work"
"378","Product 378","432,1400","177","78","110686","16918","Stock zone 78","4054","26.01.2026 6:19:44","In work"
"410","Product 410","468,3000","221","110","115070","16143","Stock zone 110","10630","20.04.2026 6:19:44","Canceled"
"418","Product 418","477,3400","107","118","116166","14231","Stock zone 118","9774","07.03.2026 6:19:44","Shipped"
"425","Product 425","485,2500","226","125","117125","16808","Stock zone 125","5775","15.04.2026 6:19:44","Shipped"
"437","Product 437","498,8100","180","137","118769","17190","Stock zone 137","15491","19.04.2026 6:19:44","Created"
"438","Product 438","499,9400","197","138","118906","19451","Stock zone 138","10634","16.04.2026 6:19:44","In work"
"441","Product 441","503,3300","248","141","119317","19734","Stock zone 141","63","26.02.2026 6:19:44","Shipped"
"442","Product 442","504,4600","15","142","119454","15245","Stock zone 142","17206","14.01.2026 6:19:44","In work"
"447","Product 447","510,1100","100","147","120139","20050","Stock zone 147","4921","28.02.2026 6:19:44","Created"
"449","Product 449","512,3700","134","149","120413","17822","Stock zone 149","17207","13.01.2026 6:19:44","Created"
"453","Product 453","516,8900","202","153","120961","13616","Stock zone 153","9779","02.03.2026 6:19:44","Created"
"460","Product 460","524,8000","71","160","121920","16193","Stock zone 160","5780","10.04.2026 6:19:44","Canceled"
"472","Product 472","538,3600","25","172","123564","16575","Stock zone 172","15496","14.04.2026 6:19:44","In work"
"479","Product 479","546,2700","144","179","124523","19152","Stock zone 179","15497","13.04.2026 6:19:44","Created"
"508","Product 508","579,0400","137","208","128496","18221","Stock zone 208","14644","25.02.2026 6:19:44","In work"
"513","Product 513","584,6900","222","213","129181","16276","Stock zone 213","2359","11.04.2026 6:19:44","Created"
"515","Product 515","586,9500","6","215","129455","14048","Stock zone 215","10645","05.04.2026 6:19:44","Created"
"530","Product 530","603,9000","11","230","131510","14713","Stock zone 230","9790","19.02.2026 6:19:44","Canceled"
"856","Product 856","972,2800","53","256","135072","13749","Stock zone 256","2408","21.02.2026 6:19:44","In work"
"859","Product 859","975,6700","104","259","135483","13782","Stock zone 259","9837","03.01.2026 6:19:44","Shipped"
"862","Product 862","979,0600","155","262","135894","14065","Stock zone 262","3266","04.04.2026 6:19:44","In work"
"863","Product 863","980,1900","172","263","136031","16326","Stock zone 263","2409","20.02.2026 6:19:44","Shipped"
"877","Product 877","996,0100","160","277","137949","14730","Stock zone 277","16411","30.03.2026 6:19:44","Created"
"882","Product 882","1001,6600","245","282","138634","19285","Stock zone 282","8126","04.04.2026 6:19:44","In work"
"889","Product 889","1009,5700","114","289","139593","15112","Stock zone 289","8127","03.04.2026 6:19:44","Shipped"
"947","Product 947","1075,1100","100","47","106439","20050","Stock zone 47","2421","08.02.2026 6:19:44","Shipped"
"948","Product 948","1076,2400","117","48","106576","15578","Stock zone 48","11564","17.03.2026 6:19:44","In work"
"954","Product 954","1083,0200","219","54","107398","15996","Stock zone 54","16422","19.03.2026 6:19:44","Shipped"
"969","Product 969","1099,9700","224","69","109453","16666","Stock zone 69","15567","02.02.2026 6:19:44","Shipped"
"975","Product 975","1106,7500","76","75","110275","16834","Stock zone 75","16425","16.03.2026 6:19:44","Shipped"
"981","Product 981","1113,5300","178","81","111097","17252","Stock zone 81","3283","18.03.2026 6:19:44","Created"
"988","Product 988","1121,4400","47","88","112056","19698","Stock zone 88","17284","26.04.2026 6:19:44","In work"
"989","Product 989","1122,5700","64","89","112193","15226","Stock zone 89","2427","02.02.2026 6:19:44","Shipped"
"996","Product 996","1130,4800","183","96","113152","17922","Stock zone 96","16428","13.03.2026 6:19:44","Shipped"
"997","Product 997","1131,6100","200","97","113289","20200","Stock zone 97","11571","10.03.2026 6:19:44","Shipped"
"1038","Product 1038","1177,9400","147","138","118906","19451","Stock zone 138","2434","26.01.2026 6:19:44","In work"
"1045","Product 1045","1185,8500","16","145","119865","15528","Stock zone 145","16435","06.03.2026 6:19:44","Created"
"1057","Product 1057","1199,4100","220","157","121509","15910","Stock zone 157","8151","10.03.2026 6:19:44","Shipped"
"1065","Product 1065","1208,4500","106","165","122605","13998","Stock zone 165","17295","15.04.2026 6:19:44","Shipped"
"1080","Product 1080","1225,4000","111","180","124660","14663","Stock zone 180","2440","20.01.2026 6:19:44","Canceled"
"1086","Product 1086","1232,1800","213","186","125482","14979","Stock zone 186","3298","03.03.2026 6:19:44","In work"
"1091","Product 1091","1237,8300","48","191","126167","19784","Stock zone 191","9013","17.04.2026 6:19:44","Created"
"1100","Product 1100","1248,0000","201","200","127400","13383","Stock zone 200","17300","10.04.2026 6:19:44","Canceled"
"1102","Product 1102","1250,2600","235","202","127674","17905","Stock zone 202","11586","23.02.2026 6:19:44","Shipped"
"1109","Product 1109","1258,1700","104","209","128633","13732","Stock zone 209","11587","22.02.2026 6:19:44","Created"
"1111","Product 1111","1260,4300","138","211","128907","18254","Stock zone 211","13873","17.04.2026 6:19:44","Created"
"1118","Product 1118","1268,3400","7","218","129866","14331","Stock zone 218","13874","16.04.2026 6:19:44","In work"
"1136","Product 1136","1288,6800","63","236","132332","15029","Stock zone 236","16448","21.02.2026 6:19:44","In work"
"1165","Product 1165","1321,4500","56","265","136305","14098","Stock zone 265","15595","05.01.2026 6:19:44","Created"
"1172","Product 1172","1329,3600","175","272","137264","16675","Stock zone 272","11596","13.02.2026 6:19:44","In work"
"1200","Product 1200","1361,0000","151","300","141100","13483","Stock zone 300","11600","09.02.2026 6:19:44","Canceled"
"1212","Product 1212","1374,5600","105","12","101644","14070","Stock zone 12","3316","13.02.2026 6:19:44","In work"
"1231","Product 1231","1396,0300","178","31","104247","17102","Stock zone 31","9033","28.03.2026 6:19:44","Shipped"
"1245","Product 1245","1411,8500","166","45","106165","15494","Stock zone 45","9035","26.03.2026 6:19:44","Created"
"1323","Product 1323","1499,9900","242","123","116851","18786","Stock zone 123","4189","12.03.2026 6:19:44","Created"
"1343","Product 1343","1522,5900","82","143","119591","17506","Stock zone 143","9049","12.03.2026 6:19:44","Created"
"1351","Product 1351","1531,6300","218","151","120687","15594","Stock zone 151","8193","27.01.2026 6:19:44","Shipped"
"1363","Product 1363","1545,1900","172","163","122331","16226","Stock zone 163","13909","12.03.2026 6:19:44","Created"
"1385","Product 1385","1570,0500","46","185","125345","19468","Stock zone 185","5055","15.04.2026 6:19:44","Shipped"
"1399","Product 1399","1585,8700","34","199","127263","17872","Stock zone 199","5057","13.04.2026 6:19:44","Created"
"1407","Product 1407","1594,9100","170","207","128359","15960","Stock zone 207","8201","19.01.2026 6:19:44","Created"
"1413","Product 1413","1601,6900","22","213","129181","16276","Stock zone 213","5059","11.04.2026 6:19:44","Created"
"1414","Product 1414","1602,8200","39","214","129318","18537","Stock zone 214","4202","27.02.2026 6:19:44","In work"
"1425","Product 1425","1615,2500","226","225","130825","16658","Stock zone 225","14775","15.04.2026 6:19:44","Shipped"
"1427","Product 1427","1617,5100","10","227","131099","14680","Stock zone 227","9061","28.02.2026 6:19:44","Created"
"1440","Product 1440","1632,2000","231","240","132880","17323","Stock zone 240","13920","01.03.2026 6:19:44","Canceled"
"1442","Product 1442","1634,4600","15","242","133154","15345","Stock zone 242","206","04.04.2026 6:19:44","In work"
"531","Product 531","605,0300","28","231","131647","16974","Stock zone 231","8933","07.01.2026 6:19:44","Created"
"543","Product 543","618,5900","232","243","133291","17606","Stock zone 243","14649","20.02.2026 6:19:44","Shipped"
"544","Product 544","619,7200","249","244","133428","19867","Stock zone 244","5792","29.03.2026 6:19:44","In work"
"551","Product 551","627,6300","118","251","134387","15694","Stock zone 251","5793","28.03.2026 6:19:44","Shipped"
"552","Product 552","628,7600","135","252","134524","17955","Stock zone 252","4936","13.02.2026 6:19:44","In work"
"564","Product 564","642,3200","89","264","136168","18587","Stock zone 264","14652","17.02.2026 6:19:44","Shipped"
"586","Product 586","667,1800","213","286","139182","15079","Stock zone 286","9798","11.02.2026 6:19:44","Shipped"
"606","Product 606","689,7800","53","6","100822","13902","Stock zone 6","14658","11.02.2026 6:19:44","Shipped"
"623","Product 623","708,9900","92","23","103151","19128","Stock zone 23","89","31.01.2026 6:19:44","Created"
"639","Product 639","727,0700","114","39","105343","15326","Stock zone 39","2377","24.03.2026 6:19:44","Created"
"648","Product 648","737,2400","17","48","106576","15578","Stock zone 48","10664","17.03.2026 6:19:44","In work"
"663","Product 663","754,1900","22","63","108631","16248","Stock zone 63","9809","31.01.2026 6:19:44","Created"
"678","Product 678","771,1400","27","78","110686","16918","Stock zone 78","4954","26.01.2026 6:19:44","In work"
"714","Product 714","811,8200","139","114","115618","18437","Stock zone 114","102","18.01.2026 6:19:44","Shipped"
"718","Product 718","816,3400","207","118","116166","14231","Stock zone 118","10674","07.03.2026 6:19:44","Shipped"
"737","Product 737","837,8100","30","137","118769","17190","Stock zone 137","16391","19.04.2026 6:19:44","Created"
"738","Product 738","838,9400","47","138","118906","19451","Stock zone 138","11534","16.04.2026 6:19:44","In work"
"747","Product 747","849,1100","200","147","120139","20050","Stock zone 147","5821","28.02.2026 6:19:44","Created"
"747","Product 747","849,1100","200","147","120139","20050","Stock zone 147","9821","19.01.2026 6:19:44","Created"
"753","Product 753","855,8900","52","153","120961","13616","Stock zone 153","10679","02.03.2026 6:19:44","Created"
"756","Product 756","859,2800","103","156","121372","13649","Stock zone 156","8108","22.04.2026 6:19:44","In work"
"772","Product 772","877,3600","125","172","123564","16575","Stock zone 172","16396","14.04.2026 6:19:44","In work"
"779","Product 779","885,2700","244","179","124523","19152","Stock zone 179","16397","13.04.2026 6:19:44","Created"
"784","Product 784","890,9200","79","184","125208","17207","Stock zone 184","8112","18.04.2026 6:19:44","Shipped"
"808","Product 808","918,0400","237","208","128496","18221","Stock zone 208","15544","25.02.2026 6:19:44","In work"
"813","Product 813","923,6900","72","213","129181","16276","Stock zone 213","3259","11.04.2026 6:19:44","Created"
"815","Product 815","925,9500","106","215","129455","14048","Stock zone 215","11545","05.04.2026 6:19:44","Created"
"818","Product 818","929,3400","157","218","129866","14331","Stock zone 218","4974","06.01.2026 6:19:44","Shipped"
"830","Product 830","942,9000","111","230","131510","14713","Stock zone 230","10690","19.02.2026 6:19:44","Canceled"
"831","Product 831","944,0300","128","231","131647","16974","Stock zone 231","9833","07.01.2026 6:19:44","Created"
"843","Product 843","957,5900","82","243","133291","17606","Stock zone 243","15549","20.02.2026 6:19:44","Shipped"
"852","Product 852","967,7600","235","252","134524","17955","Stock zone 252","5836","13.02.2026 6:19:44","In work"
"864","Product 864","981,3200","189","264","136168","18587","Stock zone 264","15552","17.02.2026 6:19:44","Shipped"
"883","Product 883","1002,7900","12","283","138771","14796","Stock zone 283","3269","01.04.2026 6:19:44","Created"
"886","Product 886","1006,1800","63","286","139182","15079","Stock zone 286","10698","11.02.2026 6:19:44","Shipped"
"906","Product 906","1028,7800","153","6","100822","13902","Stock zone 6","15558","11.02.2026 6:19:44","Shipped"
"913","Product 913","1036,6900","22","13","101781","16348","Stock zone 13","11559","22.03.2026 6:19:44","Shipped"
"926","Product 926","1051,3800","243","26","103562","19212","Stock zone 26","2418","11.02.2026 6:19:44","Shipped"
"927","Product 927","1052,5100","10","27","103699","14740","Stock zone 27","15561","08.02.2026 6:19:44","Shipped"
"939","Product 939","1066,0700","214","39","105343","15326","Stock zone 39","3277","24.03.2026 6:19:44","Created"
"947","Product 947","1075,1100","100","47","106439","20050","Stock zone 47","16421","20.03.2026 6:19:44","Created"
"963","Product 963","1093,1900","122","63","108631","16248","Stock zone 63","10709","31.01.2026 6:19:44","Created"
"978","Product 978","1110,1400","127","78","110686","16918","Stock zone 78","5854","26.01.2026 6:19:44","In work"
"983","Product 983","1115,7900","212","83","111371","15058","Stock zone 83","15569","31.01.2026 6:19:44","Created"
"1018","Product 1018","1155,3400","57","118","116166","14231","Stock zone 118","11574","07.03.2026 6:19:44","Shipped"
"1037","Product 1037","1176,8100","130","137","118769","17190","Stock zone 137","17291","19.04.2026 6:19:44","Created"
"1048","Product 1048","1189,2400","67","148","120276","15561","Stock zone 148","13864","26.04.2026 6:19:44","In work"
"1053","Product 1053","1194,8900","152","153","120961","13616","Stock zone 153","11579","02.03.2026 6:19:44","Created"
"1057","Product 1057","1199,4100","220","157","121509","15910","Stock zone 157","4151","19.04.2026 6:19:44","Created"
"1079","Product 1079","1224,2700","94","179","124523","19152","Stock zone 179","17297","13.04.2026 6:19:44","Created"
"1456","Product 1456","1650,2800","3","256","135072","13749","Stock zone 256","4208","21.02.2026 6:19:44","In work"
"1460","Product 1460","1654,8000","71","260","135620","16043","Stock zone 260","14780","10.04.2026 6:19:44","Canceled"
"1462","Product 1462","1657,0600","105","262","135894","14065","Stock zone 262","5066","04.04.2026 6:19:44","In work"
"1466","Product 1466","1661,5800","173","266","136442","16359","Stock zone 266","11638","02.01.2026 6:19:44","In work"
"1470","Product 1470","1666,1000","241","270","136990","18653","Stock zone 270","210","31.03.2026 6:19:44","Canceled"
"1477","Product 1477","1674,0100","110","277","137949","14730","Stock zone 277","4211","18.02.2026 6:19:44","Created"
"1484","Product 1484","1681,9200","229","284","138908","17057","Stock zone 284","212","29.03.2026 6:19:44","In work"
"1491","Product 1491","1689,8300","98","291","139867","19634","Stock zone 291","8213","07.01.2026 6:19:44","Created"
"1498","Product 1498","1697,7400","217","298","140826","15461","Stock zone 298","8214","06.01.2026 6:19:44","Shipped"
"1541","Product 1541","1746,3300","198","41","105617","19882","Stock zone 41","17363","06.02.2026 6:19:44","Created"
"1589","Product 1589","1800,5700","14","89","112193","15226","Stock zone 89","4227","02.02.2026 6:19:44","Shipped"
"1621","Product 1621","1836,7300","58","121","116577","14264","Stock zone 121","10803","27.04.2026 6:19:44","Shipped"
"1622","Product 1622","1837,8600","75","122","116714","16525","Stock zone 122","9946","15.03.2026 6:19:44","In work"
"1642","Product 1642","1860,4600","165","142","119454","15245","Stock zone 142","14806","15.03.2026 6:19:44","In work"
"1657","Product 1657","1877,4100","170","157","121509","15910","Stock zone 157","9951","10.03.2026 6:19:44","Shipped"
"1665","Product 1665","1886,4500","56","165","122605","13998","Stock zone 165","9095","25.01.2026 6:19:44","Created"
"1667","Product 1667","1888,7100","90","167","122879","18520","Stock zone 167","17381","19.01.2026 6:19:44","Created"
